event,eventLabel,date,start_date,end_date,countryLabel,locationLabel,participantLabel,biggerWarInstanceLabel,smallerWarInstanceLabel,casualties,isReligious,isCivil
http://www.wikidata.org/entity/Q196409,Livonian Crusade,,,,,"Estonia, Latvia","Estonians, Crusades, Selonians, Sweden, Latgalians, Denmark, Livonian Order, Livonian Brothers of the Sword, Curonians, Livonians, Semigallians",Northern Crusades,"Battle of Lehola, Siege of Tallinn, Battle of Garoza, Siege of Tartu, Battle of Karuse, Battle of Embūte, Battle of Turaida, Battle of Viljandi, Battle of Cēsis, Battle of Otepää, Battle of Ümera, Battle of Aizkraukle, Battle of Riga, Battle of Memel (1257), Battle of Saule",,no,no
http://www.wikidata.org/entity/Q199955,Hundred Days,,1815-03-20T00:00:00Z,1815-07-08T00:00:00Z,France,,"Grand Duchy of Tuscany, Switzerland, Kingdom of Sardinia, Liechtenstein, Russian Empire, Kingdom of Prussia, Austrian Empire, First French Empire, Portugal, Spain, Province of Hanover, United Kingdom of the Netherlands, Kingdom of Sicily, Bourbon Restoration in France, Duchy of Brunswick, Kingdom of Naples, Sweden, United Kingdom of Great Britain and Ireland, Duchy of Nassau",Napoleonic Wars,"Battle of Ligny, War of the Seventh  Coalition, Neapolitan War, Minor campaigns of 1815, Battle of Rocheserviere, Battle of Quatre Bras, Military mobilisation during the Hundred Days, Battle of Wavre, Waterloo Campaign, Battle of La Suffel, Battle of Rocquencourt",,no,no
http://www.wikidata.org/entity/Q202161,Gallic War,,-0057-01-01T00:00:00Z,-0050-01-01T00:00:00Z,,Gaul,"Ancient Rome, Germanic peoples, Celtic Britons, Iberians, Belgae, Gauls, Aquitani",,"Battle of Magetobria, Battle of the Sambre (54 BC), Battle of Octodurus, Battle of the Arar, Battle of Vosges, Battle of Alesia, Uxellodunum, Battle of Morbihan, Battle of Vingeanne, Battle of Cavillonum, Battle of the Semois River, Siege of Uxellodunum, Battle of the Sabis, Ambiorix's revolt, Battle of the Saône, Battle of Aduatuca (53 BC), Battle of Vesontio (58 BC), Battle of Gergovia, Avaricum, Siege of the Atuatuci, Battle of Vernix, Battle of the Axona, Battle of Noviodunum (52 BC), Siege of Avaricum, Battle of Bibracte, Caesar's invasions of Britain, Battle of Lutetia, Siege of Namur",,no,no
http://www.wikidata.org/entity/Q202465,Uganda–Tanzania War,,1978-10-09T00:00:00Z,1979-06-03T00:00:00Z,,Uganda,"Uganda, People's Republic of Mozambique, Palestine Liberation Organization, Uganda National Liberation Front, Tanzania, history of Libya under Muammar Gaddafi",,"Operation Dada Idi, Battle of Masaka, Battle of Lukaya, Battle of Mutukula, Fall of Kampala",,no,no
http://www.wikidata.org/entity/Q202578,First Jewish-Roman War,,0066-01-01T00:00:00Z,0073-01-01T00:00:00Z,,Judaea,"Judean Free Government, Roman Empire",Jewish–Roman wars,"Battle of Bethennabris, Battle of Beth Horon, Siege of Gush Halav, Siege of Gamala, Galilee campaign, Siege of Machaerus, Siege of Yodfat, Zealot Temple siege, Siege of Jerusalem, Battle of Mount Tabor (67), Siege of Gabara, Alexandria riot, Jerusalem riots of 66, Battle of Joppa, Siege of Japha, Battle of the Jordan River, Battle of Jerusalem (66), pillage of Ein Gedi, Siege of Ascalon (67), Capture of Tarichaea, Siege of Masada, Battle of Gabaon, Battle of Mount Gerizim",,no,no
http://www.wikidata.org/entity/Q203824,Italo-Turkish War,1911-09-29T00:00:00Z,1911-09-29T00:00:00Z,1912-10-18T00:00:00Z,,Vilayet of Tripolitania,"Kingdom of Italy, Senussi, Idrisid Emirate of Asir, Ottoman Empire",Scramble for Africa,"Battle of Kuwayfia, Battle of Misrata, Battle of Tripoli, Battle of Sidi Bilal, Battle of Kunfuda Bay, Battle of Tobruk, Battle of Zanzur, Battle of Rhodes, Battle of Bir Tabraz, First Italo-Senussi War, Battle of Derna, Battle of Preveza, Battle of Ain Zara, Battle of Beirut",,no,no
http://www.wikidata.org/entity/Q207318,French Revolutionary Wars,,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,,Europe,"Ottoman Empire, Kingdom of Sardinia, Kingdom of Prussia, Russian Empire, Kingdom of Great Britain, Denmark–Norway, Kingdom of Thiruvithamkoor, Newfoundland Colony, Helvetic Republic, Spanish Empire, Malta, Saint-Domingue, Kingdom of Portugal, French First Republic, Catholic and Royal Army, Holy Roman Empire, Kingdom of France, Order of Hospitallers, Kingdom of Naples, list of historic states of Italy, Émigré armies of the French Revolutionary Wars, Dutch Republic, Kingdom of Mysore, United States of America","French Revolution, Coalition Wars","Battle of Groix, Invasion of Trinidad, Battle of Port Louis, Action of 19 December 1796, Battle of Mondovì, Action of 5 May 1794, Raid on Genoa, capture of Alexandria, Battle of Rivoli, Battle of Boxtel, Mediterranean campaign of 1798, Siege of Fort Julien, Battle of Tournay, Action of 24 June 1801, Second Battle of Bassano, Siege of Alexandria, Siege of Dunkirk, Battle of Valmy, Action of 8 March 1795, Assault on Cadiz, Raids on Boulogne, Atlantic campaign of May 1794, Action of 9 February 1799, Second Battle of Algeciras, Action of 10 April 1795, Action of 18 June 1793, Siege of Calvi, Battle of Castiglione, Action of 28 February 1799, Flanders Campaign, Action of 31 July 1793, Campaigns of 1796 in the French Revolutionary Wars, Siege of Cairo, Action of 22 October 1793, Battle of Perpignan, Peasants' War, Martin's cruise of 1794, Battle of Sprimont, English Wars, Action of 19 January 1799, Battle of Menin, Siege of Malta, Battle of Wattignies, Battle of Epierre, Battle of Ettlingen, Battle of Tarvis, Campaigns of 1794 in the French Revolutionary Wars, Glorious First of June, Battle of Hyères Islands, Battle of Ampfing, Second Battle of Kehl, Croisière du Grand Hiver, Action of 6 November 1794, Battle of the Malta Convoy, Battle of Bergen, War of the First Coalition, Battle of Villers-en-Cauchies, battle of Calliano, Action of 21 October 1794, Preveza, Battle of Verdun, Action of 6 February 1799, Battle of Beaumont, Action of 14 December 1798, Battle of the Pyramids, Battle of Vihiers, Action of 30 June 1798, Action of 24 June 1795, Stecklikrieg, First Battle of Dego, Battle of Voltri, Action of 18 August 1798, Raid on Dunkirk, Anglo-Spanish War, Action of 24 October 1798, Algeciras Campaign, Column of the Goddess, Haitian Revolution, Action of 13 October 1796, Action of 12 May 1796, Battle of Rovereto, Battle of the Îles Saint-Marcouf, Battle of Genoa, Battle of Truillas, Battle of Lonato, Action of 27 June 1798, Second Battle of Abukir, Action of 19 February 1801, Battle of San Juan, Battle of Camperdown, Siege of Pondicherry, Action of 30 May 1798, Revolt of Lyon against the National Convention, Battle of Rastatt, Action of 16 October 1799, French invasion of Switzerland, Atlantic raid of June 1796, Battle of Île Ronde, Action of 4 August 1800, Cornwallis's Retreat, Battle of Martinique, First Battle of Algeciras, Action of 18 June 1799, Battle of Borghetto, Battle of Mas Deu, Action of 13 January 1797, Action of 25 January 1797, Montenotte Campaign, Sunda Strait campaign of January 1794, Action of 31 March 1800, Order of battle at the Battle of Stockach, Siege of Luxembourg, Action of 20 October 1793, Battle of Tory Island, Battle of Würzburg, Battle of Mahé, Bali Strait Incident, Battle of the Raz de Sein, Siege of Porto Ferrajo, Battle of Brécourt, Siege of Namur (1792), Invasion of Curaçao, Battle of Verona, Battle of Friedberg, West Indies Campaign (1793–1798), Action of 7 October 1795, Battle of Neerwinden (1793), Action of 7 May 1794, Battle of Mandora, Action of 6–7 April 1800, East Indies theatre of the French Revolutionary Wars, Frigate action of 29 May 1794, Action of 6 May 1801, Action of 24 October 1793, Action of 16 May 1797, Cutting out of the Herminone, Invasion of Corsica, Action of 22 August 1795, Macau Incident, Action of 8 September 1796, Siege of Thionville, Action of 23 April 1794, Siege of Roses, Battle of Mykonos, Battle of Caldiero (1796), Battle of Cembra, Capture of Trincomalee, Expédition d'Irlande, Battle of Peyrestortes, Action of 26 April 1797, Action of 31 May 1796, Battle of Muizenberg, Battle of Quiévrain (1792), Quasi-War",,no,no
http://www.wikidata.org/entity/Q208261,Ionian Revolt,,-0498-01-01T00:00:00Z,-0492-01-01T00:00:00Z,,Anatolia,"Ionia, Eretria, Aeolis, Achaemenid Empire, Cyprus, Athens, Caria, Doric hexapolis",Greco-Persian Wars,"battle of Ephesus (498 BCE), Battle of Lade",,no,no
http://www.wikidata.org/entity/Q214456,Philippine–American War,,1899-02-04T00:00:00Z,1902-07-02T00:00:00Z,,Philippines,"First Philippine Republic, United States of America",,"Second Battle of Caloocan, Battle of Santo Tomas, Battle of Zapote River, Battle of Lonoy, Battle of Quingua, Battle of Pulang Lupa, Battle of Dolores River, Battle of Marilao River, Battle of Agusan Hill, Battle of the Visayas, Battle of Paye, Capture of Malolos, Battle of Calumpit, Battle of Cagayan de Misamis, Battle of Taraca, Battle of Malinta, Battle of Makahambus Hill, Moro Rebellion, Battle of Legazpi, Siege of Catubig, Battle of Olongapo, Battle of Pagsanjan, Battle of Santa Cruz, Battle of Tirad Pass, Balangiga massacre, Battle of Caloocan, Battle of San Jacinto, Battle of Mabitac, Battle of Paete, Battle of Manila",,no,no
http://www.wikidata.org/entity/Q215112,Second Boer War,,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,,South Africa,"Australia, Canada, Paul Kruger, Piet Joubert, Schalk Willem Burger, South African Republic, British Empire, Joseph Chamberlain, Frederick Roberts, 1st Earl Roberts, Piet Cronjé, British Raj, Koos de la Rey, British Ceylon, Martinus Theunis Steyn, Robert Gascoyne-Cecil, 3rd Marquess of Salisbury, Louis Botha, Christiaan de Wet, Orange Free State, Redvers Buller, Alfred Milner, 1st Viscount Milner, Colony of New Zealand",military history of South Africa,"Battle of Vaal Krantz, Derdepoort massacre, Battle of Diamond Hill, Battle of Nooitgedacht, Battle of Spion Kop, Battle of Blood River Poort, Battle of Driefontein, Battle of Bothaville, Battle of Elands River, Battle of Witpoort, Battle of Poplar Grove, Battle of Modder River, Battle of Graspan, Black Week, Battle of Talana Hill, Battle of Groenkloof, Battle of Kraaipan, Battle of Bergendal, Battle of Bakenlaagte, Battle of Magersfontein, Siege of Kimberley, Battle of Groenkop, Battle of Sanna's Post, Second Boer War concentration camps, Siege of Ladysmith, Battle of Elandslaagte, Relief of Ladysmith, Battle of Leliefontein, Battle of Colenso, Battle of Tweebosch, Bloody Sunday, Leliefontein massacre, Battle of Paardeberg, Battle of Stormberg, Battle of Rooiwal, Battle of Boshof, Battle of Ladysmith, Battle of the Tugela Heights, Battle of Belmont, Siege of Mafeking",,no,no
http://www.wikidata.org/entity/Q220602,Soviet–Japanese War,,1945-08-09T00:00:00Z,1945-09-02T00:00:00Z,,Manchuria,"Mongolian People's Republic, Empire of Japan, Soviet Union",World War II,"Invasion of South Sakhalin, Soviet invasion of Manchuria, proposed Soviet invasion of Hokkaido, Invasion of the Kuril Islands",,no,no
http://www.wikidata.org/entity/Q223085,the hundred hour war,1969-07-18T00:00:00Z,1967-07-14T00:00:00Z,1969-07-18T00:00:00Z,,"Honduras, El Salvador","Honduras, El Salvador",,,,no,no
http://www.wikidata.org/entity/Q223126,Chaco War,1932-09-09T00:00:00Z,1932-09-09T00:00:00Z,1935-06-12T00:00:00Z,Bolivia,Gran Chaco,"Paraguay, Bolivia",interwar period,"Battle of Toledo, Battle of Gondra, First Battle of Nanawa, First Battle of Alihuatá, Battle of Cañada Strongest, Campo Vía pocket, Battle of Campo Grande, Battle of Campo Jordán, Second Battle of Nanawa, Battle of Boquerón",,no,no
http://www.wikidata.org/entity/Q223604,Greco-Italian War,1941-04-23T00:00:00Z,1940-10-28T00:00:00Z,1941-04-23T00:00:00Z,,"Albania, Greece, Kingdom of Yugoslavia","Wilhelm List, Ugo Cavallero",Balkans Campaign,"Battle of Elaia–Kalamas, Battle of Himara, Italian Spring Offensive, Battle of Trebeshina, Battle of Morava–Ivan, Battle of Korytsa, Capture of Klisura Pass, Battle of Pindus, Battle of Saranda",,no,no
http://www.wikidata.org/entity/Q228911,Anglo-Zulu War,1879-07-04T00:00:00Z,1879-01-11T00:00:00Z,1879-07-04T00:00:00Z,,South Africa,"British Empire, Zulu Kingdom",,"Battle of Intombe, Battle of Gingindlovu, Siege of Eshowe, Battle of Isandlwana, Battle of Ulundi, Battle of Hlobane, Battle of Rorke's Drift, Battle of Kambula",,no,no
http://www.wikidata.org/entity/Q233500,Second Anglo-Burmese War,1852-04-05T00:00:00Z,1852-04-05T00:00:00Z,1852-12-20T00:00:00Z,,Lower Burma,"British Empire, Konbaung dynasty",Anglo-Burmese wars,,,no,no
http://www.wikidata.org/entity/Q233507,Second Anglo-Afghan War,1878-01-01T00:00:00Z,1878-01-01T00:00:00Z,1880-01-01T00:00:00Z,,"Afghanistan, Emirate of Afghanistan","British Empire, Emirate of Afghanistan",Anglo-Afghan Wars,"Battle of Ahmed Khel, Battle of Charasiab, Battle of Kam Dakka, Second Battle of Charasiab, Battle of Maiwand, Battle of Peiwar Kotal, Siege of the British Residency in Kabul, Siege of the Sherpur Cantonment, Battle of Ali Masjid, Battle of Kandahar",,no,no
http://www.wikidata.org/entity/Q233509,Second Bremish-Swedish War,,1666-01-01T00:00:00Z,1666-01-01T00:00:00Z,,,,,,,no,no
http://www.wikidata.org/entity/Q233538,Second Danish-Hanseatic War,,1361-08-01T00:00:00Z,1370-05-01T00:00:00Z,,,"Hanseatic League, Denmark",,,,no,no
http://www.wikidata.org/entity/Q233553,Second Sacred War,,-0448-01-01T00:00:00Z,-0447-01-01T00:00:00Z,,Ancient Greece,"Delphi, Classical Athens, Phocis, Sparta",Sacred Wars,,,no,no
http://www.wikidata.org/entity/Q233559,Second Hundred Years' War,1689-01-01T00:00:00Z,2023-01-01T00:00:00Z,2025-01-01T00:00:00Z,,Europe,"First French Empire, Kingdom of France, British Empire, United Kingdom of Great Britain and Ireland, Kingdom of England, France, Kingdom of Great Britain, French First Republic",,,,no,no
http://www.wikidata.org/entity/Q233583,Indo-Pakistani War of 1965,1965-09-23T00:00:00Z,1965-08-01T00:00:00Z,1965-09-23T00:00:00Z,,Kashmir,"Pakistan, India",,"Battle of Phillora, Indo-Pakistani Air War of 1965, Rajasthan Front, Battle of Asal Uttar, Battle of Chawinda, Battle of Burki, Operation Gibraltar, Operation Dwarka, Lahore Front",,no,no
http://www.wikidata.org/entity/Q233594,Second War of Kappel,1531-10-11T00:00:00Z,,,,Switzerland,,Wars of Kappel,Battle of Kappel,,no,no
http://www.wikidata.org/entity/Q233601,Second Carnatic War,,1749-01-01T00:00:00Z,1754-01-01T00:00:00Z,,,Mughal Empire,Carnatic Wars,"Battle of Seringham, Battle of Arnee, Siege of Arcot, Battle of Chingleput, Battle of Ambur",,no,no
http://www.wikidata.org/entity/Q233642,Second Anglo-Maratha War,1803-01-01T00:00:00Z,1803-01-01T00:00:00Z,1805-01-01T00:00:00Z,,,"Maratha Empire, East India Company",Anglo-Maratha Wars,"Battle of Assaye, Siege of Aligarh, Battle of Argaon, Battle of Mukandwara Pass, Battle of Deeg, Siege of Deeg Fort, Battle of Laswari, Battle of Bharatpur, Siege of Ahmednagar, Battle of Delhi, Capture of Gawilghur, Battle of Poona, Battle of Farrukhabad, Siege of Delhi",,no,no
http://www.wikidata.org/entity/Q233649,Second Margrave War,1552-01-01T00:00:00Z,1552-01-01T00:00:00Z,1555-01-01T00:00:00Z,,Franconia,"Electorate of Saxony, Duchy of Brunswick-Lüneburg, Roman Catholic Diocese of Trier, Principality of Bayreuth, Free Imperial City of Nuremberg, Prince-Bishopric of Würzburg, Margraviate of Meissen, Prince-Bishopric of Bamberg, Prince-Bishopric of Speyer, Schweinfurt, Kingdom of Bohemia, Electorate of Mainz",,Battle of Sievershausen,,no,no
http://www.wikidata.org/entity/Q233657,Second Matabele War,1897-10-01T00:00:00Z,1896-03-01T00:00:00Z,1897-10-01T00:00:00Z,Zimbabwe,Matabeleland,"British South Africa Company, company rule in Rhodesia, Shona people",,First Matabele War,,no,no
http://www.wikidata.org/entity/Q233663,Second Anglo-Mysore War,1780-01-01T00:00:00Z,1780-01-01T00:00:00Z,1784-01-01T00:00:00Z,,South India,"East India Company, Electorate of Brunswick-Lüneburg, Dutch Republic, Kingdom of Mysore, Kingdom of France, Kingdom of Great Britain",Anglo-Mysore Wars,"Siege of Tellicherry, Siege of Cuddalore, Battle of Porto Novo, Battle of Sholinghur, Battle of Pollilur",,no,no
http://www.wikidata.org/entity/Q233667,Second Olynthian War,,-0348-01-01T00:00:00Z,-0347-01-01T00:00:00Z,,,"Chalkidian League, Macedonia",,,,no,no
http://www.wikidata.org/entity/Q233702,Second Silesian War,1745-12-25T00:00:00Z,1744-08-07T00:00:00Z,1745-12-25T00:00:00Z,,Silesia,"Kingdom of Prussia, Electorate of Saxony, Habsburg monarchy",War of the Austrian Succession,"Battle of Hohenfriedberg, Battle of Kesselsdorf",,no,no
http://www.wikidata.org/entity/Q240243,Wars of Kappel,,,,,,,,"Second War of Kappel, First War of Kappel",,no,no
http://www.wikidata.org/entity/Q246863,Livonian War,1558-02-01T00:00:00Z,1558-01-17T00:00:00Z,1583-05-26T00:00:00Z,,Northern Europe,"Polish–Lithuanian Commonwealth, Tsardom of Russia, Grand Duchy of Lithuania",Northern Wars,"Siege of Fellini, Siege of Pskov, Battle of Lode, Russo-Lithuanian War (1561-1570), Livonian campaign of Stephen Báthory, siege of Wesenberg, Krzysztof Radziwiłł's raid to Moscow, Siege of Weissenstein, Siege of Velikiye Luki, Battle of Toropets, Battle of Ula, Battle of Nevel, Battles of Wenden, Battle of Ergeme, Siege of Narva",,no,no
http://www.wikidata.org/entity/Q248984,Muslim conquest of Syria,,0633-01-01T00:00:00Z,0640-01-01T00:00:00Z,,Near East,"Byzantine Empire, Ghassanids, Rashidun Caliphate","Arab–Byzantine wars, Muslim conquests","Battle of Maraj-al-Debaj, Battle of Hazir, Siege of Emesa, Battle of al-Qaryatayn, Battle of Bosra, Battle of Marj Rahit, Battle of Yarmouk, Battle of Ajnadayn, Siege of Damascus (634), Battle of Fahl, Battle of the Iron Bridge, Siege of Jerusalem, Siege of Aleppo, Battle of Yaqusa",,no,no
http://www.wikidata.org/entity/Q249232,War of the Third Coalition,1804-12-01T00:00:00Z,1805-01-01T00:00:00Z,1806-01-01T00:00:00Z,,Central Europe,"First French Empire, Kingdom of Naples, Sweden, Kingdom of Sicily, United Kingdom of Great Britain and Ireland, Holy Roman Empire, Russian Empire","Coalition Wars, Napoleonic Wars","Battle of Lambach, Battle of Caldiero (1805), Battle of Maida, Invasion of Naples, Battle of Mehrnbach, Battle of Günzburg, Battle of Haslach-Jungingen, Battle of Dürenstein, Ulm Campaign, Battle of Schöngrabern, Battle of Verona, Battle of Dürenstein order of battle, Capitulation of Dornbirn, Trafalgar Campaign, Napoleon's planned invasion of the United Kingdom, Battle of Wertingen, Siege of Gaeta, Battle of Amstetten, Battle of Castelfranco Veneto, Battle of Elchingen, Battle of Wischau, Battle of Steyr, Battle of Campo Tenese, Battle of Mileto",,no,no
